,part_id,speed,K,b,sig_r
0,17044474,500.0,0.01709975946676697,0.0023713737056616554,0.03162277660168379
1,17044474,250.0,0.008817820461920244,0.0005623413251903491,0.012574334296829354
2,17044474,1000.0,0.0070710678118654745,0.0023713737056616554,0.03162277660168379
3,17044474,1500.0,0.008817820461920244,0.004216965034285823,0.05014844822490394
4,17044474,1250.0,0.008817820461920244,0.004216965034285823,0.043003618386100055
5,17044474,750.0,0.008817820461920244,0.0017782794100389228,0.03162277660168379
6,17044474,100.0,0.0036463323686085542,1e-05,0.005
7,19103050,750.0,0.0036463323686085542,0.0005623413251903491,0.017099759466766964
8,19103050,100.0,0.0036463323686085542,1e-05,0.005830724263090531
9,19103050,1500.0,0.0036463323686085542,0.0031622776601683794,0.036876738159545834
10,19103050,500.0,0.005670335454880833,0.00023713737056616554,0.012574334296829354
11,19103050,1250.0,0.0023447889191314,0.001333521432163324,0.02711736584926619
12,19103050,1000.0,0.002924017738212867,0.001,0.02325385717596329
13,19103050,250.0,0.0045470790305426525,1e-05,0.007929165875686216
14,21951474,1500.0,0.005670335454880833,0.0023713737056616554,0.03162277660168379
15,21951474,1250.0,0.0045470790305426525,0.001333521432163324,0.03162277660168379
16,21951474,750.0,0.005670335454880833,0.00042169650342858224,0.01994079648317803
17,21951474,250.0,0.0023447889191314,1e-05,0.007929165875686216
18,21951474,1000.0,0.005670335454880833,0.0005623413251903491,0.02325385717596329
19,21951474,500.0,0.0070710678118654745,1e-05,0.017099759466766964
20,21951474,100.0,0.002924017738212867,1e-05,0.005
21,34559958,1250.0,0.005670335454880833,0.0023713737056616554,0.03162277660168379
22,34559958,1500.0,0.002924017738212867,0.0017782794100389228,0.03162277660168379
23,34559958,750.0,0.005670335454880833,0.0017782794100389228,0.02325385717596329
24,34559958,1000.0,0.002924017738212867,0.001,0.02325385717596329
25,34559958,250.0,0.005670335454880833,0.0005623413251903491,0.017099759466766964
26,34559958,500.0,0.005670335454880833,0.0017782794100389228,0.014663495215346859
27,34559958,100.0,0.005670335454880833,0.00023713737056616554,0.02711736584926619
28,25586637,1500.0,0.005670335454880833,0.0023713737056616554,0.03162277660168379
29,25586637,1250.0,0.0045470790305426525,0.001,0.03162277660168379
30,25586637,750.0,0.010996070150562788,0.001,0.02711736584926619
31,25586637,1000.0,0.005670335454880833,0.001,0.02711736584926619
32,25586637,250.0,0.005670335454880833,0.0001,0.007929165875686216
33,25586637,500.0,0.008817820461920244,0.00042169650342858224,0.014663495215346859
34,25586637,100.0,0.002924017738212867,1e-05,0.005
35,28205496,1500.0,0.010996070150562788,0.007498942093324558,0.043003618386100055
36,28205496,1250.0,0.01709975946676697,0.01,0.0681965646876194
37,28205496,750.0,0.0070710678118654745,0.0031622776601683794,0.02711736584926619
38,28205496,1000.0,0.0070710678118654745,0.004216965034285823,0.03162277660168379
39,28205496,250.0,0.0070710678118654745,0.0017782794100389228,0.014663495215346859
40,28205496,500.0,0.008817820461920244,0.0031622776601683794,0.02325385717596329
41,28205496,100.0,0.0023447889191314,0.00023713737056616554,0.005
42,28966988,1500.0,0.0045470790305426525,0.0031622776601683794,0.02711736584926619
43,28966988,1250.0,0.005670335454880833,0.0031622776601683794,0.036876738159545834
44,28966988,750.0,0.005670335454880833,0.0023713737056616554,0.01994079648317803
45,28966988,1000.0,0.0045470790305426525,0.0017782794100389228,0.02325385717596329
46,28966988,250.0,0.0045470790305426525,0.001,0.006799469086438518
47,28966988,500.0,0.0070710678118654745,0.0031622776601683794,0.014663495215346859
48,28966988,100.0,0.0045470790305426525,0.00042169650342858224,0.005
49,29068758,1500.0,0.002924017738212867,0.0017782794100389228,0.03162277660168379
50,29068758,1250.0,0.005670335454880833,0.0023713737056616554,0.03162277660168379
51,29068758,750.0,0.005670335454880833,0.0017782794100389228,0.02325385717596329
52,29068758,1000.0,0.002924017738212867,0.001,0.02325385717596329
53,29068758,250.0,0.005670335454880833,0.0005623413251903491,0.017099759466766964
54,29068758,500.0,0.005670335454880833,0.0017782794100389228,0.014663495215346859
55,29068758,100.0,0.005670335454880833,0.00023713737056616554,0.02711736584926619
56,29562208,1500.0,0.005670335454880833,0.004216965034285823,0.01994079648317803
57,29562208,1250.0,0.0070710678118654745,0.005623413251903491,0.02711736584926619
58,29562208,1000.0,0.002924017738212867,0.0017782794100389228,0.01994079648317803
59,29562208,750.0,0.0045470790305426525,0.0023713737056616554,0.02325385717596329
60,29562208,250.0,0.005670335454880833,0.001,0.010782823650594327
61,29562208,500.0,0.0045470790305426525,0.001333521432163324,0.014663495215346859
62,29562208,100.0,0.0045470790305426525,0.0001333521432163324,0.012574334296829354
63,32266705,1500.0,0.005670335454880833,0.0031622776601683794,0.02711736584926619
64,32266705,1250.0,0.0070710678118654745,0.004216965034285823,0.043003618386100055
65,32266705,750.0,0.005670335454880833,0.0023713737056616554,0.03162277660168379
66,32266705,1000.0,0.0036463323686085542,0.0017782794100389228,0.02711736584926619
67,32266705,500.0,0.0070710678118654745,0.0023713737056616554,0.02325385717596329
68,32266705,250.0,0.0070710678118654745,0.0017782794100389228,0.017099759466766964
69,32266705,100.0,0.002924017738212867,1e-05,0.007929165875686216
70,32813737,1500.0,0.010996070150562788,0.01,0.005
71,32813737,1250.0,0.013712408783810364,0.01,0.058480354764257315
72,32813737,1000.0,0.01709975946676697,0.01,0.043003618386100055
73,32813737,750.0,0.005670335454880833,0.0031622776601683794,0.01994079648317803
74,32813737,250.0,0.0045470790305426525,0.001333521432163324,0.007929165875686216
75,32813737,500.0,0.010996070150562788,0.005623413251903491,0.02325385717596329
76,32813737,100.0,0.0036463323686085542,0.0005623413251903491,0.007929165875686216
77,36557504,1500.0,0.005670335454880833,0.004216965034285823,0.02711736584926619
78,36557504,500.0,0.005670335454880833,0.001333521432163324,0.017099759466766964
79,36557504,750.0,0.005670335454880833,0.0023713737056616554,0.01994079648317803
80,36557504,250.0,0.0023447889191314,4.216965034285822e-05,0.007929165875686216
81,36557504,1250.0,0.005670335454880833,0.0031622776601683794,0.02711736584926619
82,36557504,1000.0,0.0045470790305426525,0.0023713737056616554,0.02325385717596329
83,36557504,100.0,0.0036463323686085542,0.00017782794100389227,0.005
84,48553778,1500.0,0.010996070150562788,0.01,0.043003618386100055
85,48553778,1250.0,0.008817820461920244,0.005623413251903491,0.03162277660168379
86,48553778,750.0,0.0070710678118654745,0.0023713737056616554,0.01994079648317803
87,48553778,1000.0,0.010996070150562788,0.005623413251903491,0.03162277660168379
88,48553778,500.0,0.0045470790305426525,0.0007498942093324559,0.010782823650594327
89,48553778,250.0,0.0045470790305426525,7.498942093324559e-05,0.007929165875686216
90,48553778,100.0,0.002924017738212867,1.333521432163324e-05,0.005
91,65210828,1500.0,0.013712408783810364,0.007498942093324558,0.05014844822490394
92,65210828,1250.0,0.008817820461920244,0.0031622776601683794,0.043003618386100055
93,65210828,750.0,0.002924017738212867,0.001,0.01994079648317803
94,65210828,1000.0,0.005670335454880833,0.0017782794100389228,0.036876738159545834
95,65210828,500.0,0.005670335454880833,0.001,0.02325385717596329
96,65210828,250.0,0.005670335454880833,0.0007498942093324559,0.012574334296829354
97,65210828,100.0,0.002924017738212867,0.00023713737056616554,0.005
98,68997459,1500.0,0.010996070150562788,0.01,0.010782823650594327
99,68997459,1250.0,0.0036463323686085542,0.0031622776601683794,0.036876738159545834
100,68997459,750.0,0.005670335454880833,0.0023713737056616554,0.02325385717596329
101,68997459,1000.0,0.0045470790305426525,0.0023713737056616554,0.02325385717596329
102,68997459,250.0,0.0070710678118654745,1e-05,0.01994079648317803
103,68997459,500.0,0.005670335454880833,0.001333521432163324,0.01994079648317803
104,68997459,100.0,0.008817820461920244,1e-05,0.03162277660168379
105,71591991,1500.0,0.0045470790305426525,0.0031622776601683794,0.03162277660168379
106,71591991,1250.0,0.0036463323686085542,0.001333521432163324,0.02711736584926619
107,71591991,250.0,0.0009696137237434287,1e-05,0.2
108,71591991,750.0,0.0045470790305426525,0.001333521432163324,0.02325385717596329
109,71591991,1000.0,0.0036463323686085542,0.001333521432163324,0.02711736584926619
110,71591991,500.0,0.0005,1e-05,0.2
111,71591991,100.0,0.0036463323686085542,0.00017782794100389227,0.00924655597148662
117,24881752,750.0,0.002924017738212867,0.0005623413251903491,0.01994079648317803
118,24881752,500.0,0.0015078260891997215,1e-05,0.014663495215346859
119,24881752,250.0,0.0005,1e-05,0.007929165875686216
120,24881752,100.0,0.0005,1e-05,0.005830724263090531
121,24881752,1500.0,0.0045470790305426525,0.0031622776601683794,0.02711736584926619
122,24881752,1000.0,0.0036463323686085542,0.001333521432163324,0.02711736584926619
123,24881752,1250.0,0.0036463323686085542,0.0017782794100389228,0.02325385717596329
124,12565082,100.0,0.0005,1e-05,0.006799469086438518
125,12565082,1500.0,0.002924017738212867,0.0023713737056616554,0.01994079648317803
126,12565082,750.0,0.0045470790305426525,0.0017782794100389228,0.02325385717596329
127,12565082,250.0,0.0009696137237434287,1e-05,0.010782823650594327
128,12565082,1000.0,0.0023447889191314,0.001333521432163324,0.01994079648317803
129,12565082,1250.0,0.0023447889191314,0.0017782794100389228,0.02325385717596329
130,12565082,500.0,0.0045470790305426525,0.00017782794100389227,0.01994079648317803
131,16896719,1500.0,0.002924017738212867,0.0023713737056616554,0.02325385717596329
132,16896719,1250.0,0.0036463323686085542,0.0023713737056616554,0.02711736584926619
133,16896719,750.0,0.002924017738212867,0.0007498942093324559,0.01994079648317803
134,16896719,1000.0,0.0036463323686085542,0.0017782794100389228,0.02711736584926619
135,16896719,500.0,0.0023447889191314,1e-05,0.017099759466766964
136,16896719,100.0,0.0005,1e-05,0.005830724263090531
137,16896719,250.0,0.0005,1e-05,0.00924655597148662
